job_family,experiment_id,seed,output_dir,scientific_question,contract_sha256,RL_ALGORITHM,POLICY_ENCODER,VINE_FEATURE_MODE,CVAR_OBSERVATION_MODE,CVAR_REWARD_MODE,PRETRAIN_DATA_MODE,RUN_FINETUNE,SYNTHETIC_RETURNS_FILE,CHECKPOINT_PREFIX,LR_ACTOR,LR_CRITIC,ENTROPY_COEF,PRETRAIN_BEHAVIOR_GATE_MODE
causal_ablation,keep_vine_features_zero_cvar_observation,20261009,data/publication_extension_runs_v4/keep_vine_features_zero_cvar_observation/seed_20261009,Does policy-visible scenario CVaR add value conditional on the direct dynamic-vine state?,767bf7747c2f21ad8d76fae2717351d2b476200532c47e8a2253a59f0b14afd7,td3,lstm,full,zero,full,vine_synthetic,true,data/synthetic_returns.RData,td3_lstm_vine,0.00003,0.0001,0.005,report_only
causal_ablation,keep_vine_features_zero_cvar_observation,20261010,data/publication_extension_runs_v4/keep_vine_features_zero_cvar_observation/seed_20261010,Does policy-visible scenario CVaR add value conditional on the direct dynamic-vine state?,767bf7747c2f21ad8d76fae2717351d2b476200532c47e8a2253a59f0b14afd7,td3,lstm,full,zero,full,vine_synthetic,true,data/synthetic_returns.RData,td3_lstm_vine,0.00003,0.0001,0.005,report_only
causal_ablation,zero_vine_features_and_cvar_observation,20261001,data/publication_extension_runs_v4/zero_vine_features_and_cvar_observation/seed_20261001,What is the joint value of all policy-visible dependence-risk signals?,767bf7747c2f21ad8d76fae2717351d2b476200532c47e8a2253a59f0b14afd7,td3,lstm,zero,zero,full,vine_synthetic,true,data/synthetic_returns.RData,td3_lstm_vine,0.00003,0.0001,0.005,report_only
causal_ablation,zero_vine_features_and_cvar_observation,20261002,data/publication_extension_runs_v4/zero_vine_features_and_cvar_observation/seed_20261002,What is the joint value of all policy-visible dependence-risk signals?,767bf7747c2f21ad8d76fae2717351d2b476200532c47e8a2253a59f0b14afd7,td3,lstm,zero,zero,full,vine_synthetic,true,data/synthetic_returns.RData,td3_lstm_vine,0.00003,0.0001,0.005,report_only
causal_ablation,zero_vine_features_and_cvar_observation,20261003,data/publication_extension_runs_v4/zero_vine_features_and_cvar_observation/seed_20261003,What is the joint value of all policy-visible dependence-risk signals?,767bf7747c2f21ad8d76fae2717351d2b476200532c47e8a2253a59f0b14afd7,td3,lstm,zero,zero,full,vine_synthetic,true,data/synthetic_returns.RData,td3_lstm_vine,0.00003,0.0001,0.005,report_only
causal_ablation,zero_vine_features_and_cvar_observation,20261004,data/publication_extension_runs_v4/zero_vine_features_and_cvar_observation/seed_20261004,What is the joint value of all policy-visible dependence-risk signals?,767bf7747c2f21ad8d76fae2717351d2b476200532c47e8a2253a59f0b14afd7,td3,lstm,zero,zero,full,vine_synthetic,true,data/synthetic_returns.RData,td3_lstm_vine,0.00003,0.0001,0.005,report_only
causal_ablation,zero_vine_features_and_cvar_observation,20261005,data/publication_extension_runs_v4/zero_vine_features_and_cvar_observation/seed_20261005,What is the joint value of all policy-visible dependence-risk signals?,767bf7747c2f21ad8d76fae2717351d2b476200532c47e8a2253a59f0b14afd7,td3,lstm,zero,zero,full,vine_synthetic,true,data/synthetic_returns.RData,td3_lstm_vine,0.00003,0.0001,0.005,report_only
causal_ablation,zero_vine_features_and_cvar_observation,20261006,data/publication_extension_runs_v4/zero_vine_features_and_cvar_observation/seed_20261006,What is the joint value of all policy-visible dependence-risk signals?,767bf7747c2f21ad8d76fae2717351d2b476200532c47e8a2253a59f0b14afd7,td3,lstm,zero,zero,full,vine_synthetic,true,data/synthetic_returns.RData,td3_lstm_vine,0.00003,0.0001,0.005,report_only
causal_ablation,zero_vine_features_and_cvar_observation,20261007,data/publication_extension_runs_v4/zero_vine_features_and_cvar_observation/seed_20261007,What is the joint value of all policy-visible dependence-risk signals?,767bf7747c2f21ad8d76fae2717351d2b476200532c47e8a2253a59f0b14afd7,td3,lstm,zero,zero,full,vine_synthetic,true,data/synthetic_returns.RData,td3_lstm_vine,0.00003,0.0001,0.005,report_only
causal_ablation,zero_vine_features_and_cvar_observation,20261008,data/publication_extension_runs_v4/zero_vine_features_and_cvar_observation/seed_20261008,What is the joint value of all policy-visible dependence-risk signals?,767bf7747c2f21ad8d76fae2717351d2b476200532c47e8a2253a59f0b14afd7,td3,lstm,zero,zero,full,vine_synthetic,true,data/synthetic_returns.RData,td3_lstm_vine,0.00003,0.0001,0.005,report_only
causal_ablation,zero_vine_features_and_cvar_observation,20261009,data/publication_extension_runs_v4/zero_vine_features_and_cvar_observation/seed_20261009,What is the joint value of all policy-visible dependence-risk signals?,767bf7747c2f21ad8d76fae2717351d2b476200532c47e8a2253a59f0b14afd7,td3,lstm,zero,zero,full,vine_synthetic,true,data/synthetic_returns.RData,td3_lstm_vine,0.00003,0.0001,0.005,report_only
causal_ablation,zero_vine_features_and_cvar_observation,20261010,data/publication_extension_runs_v4/zero_vine_features_and_cvar_observation/seed_20261010,What is the joint value of all policy-visible dependence-risk signals?,767bf7747c2f21ad8d76fae2717351d2b476200532c47e8a2253a59f0b14afd7,td3,lstm,zero,zero,full,vine_synthetic,true,data/synthetic_returns.RData,td3_lstm_vine,0.00003,0.0001,0.005,report_only
causal_ablation,zero_cvar_reward_keep_state,20261001,data/publication_extension_runs_v4/zero_cvar_reward_keep_state/seed_20261001,Does vine-scenario CVaR reward shaping add value when all policy-visible state remains available?,767bf7747c2f21ad8d76fae2717351d2b476200532c47e8a2253a59f0b14afd7,td3,lstm,full,full,zero,vine_synthetic,true,data/synthetic_returns.RData,td3_lstm_vine,0.00003,0.0001,0.005,report_only
causal_ablation,zero_cvar_reward_keep_state,20261002,data/publication_extension_runs_v4/zero_cvar_reward_keep_state/seed_20261002,Does vine-scenario CVaR reward shaping add value when all policy-visible state remains available?,767bf7747c2f21ad8d76fae2717351d2b476200532c47e8a2253a59f0b14afd7,td3,lstm,full,full,zero,vine_synthetic,true,data/synthetic_returns.RData,td3_lstm_vine,0.00003,0.0001,0.005,report_only
causal_ablation,zero_cvar_reward_keep_state,20261003,data/publication_extension_runs_v4/zero_cvar_reward_keep_state/seed_20261003,Does vine-scenario CVaR reward shaping add value when all policy-visible state remains available?,767bf7747c2f21ad8d76fae2717351d2b476200532c47e8a2253a59f0b14afd7,td3,lstm,full,full,zero,vine_synthetic,true,data/synthetic_returns.RData,td3_lstm_vine,0.00003,0.0001,0.005,report_only
causal_ablation,zero_cvar_reward_keep_state,20261004,data/publication_extension_runs_v4/zero_cvar_reward_keep_state/seed_20261004,Does vine-scenario CVaR reward shaping add value when all policy-visible state remains available?,767bf7747c2f21ad8d76fae2717351d2b476200532c47e8a2253a59f0b14afd7,td3,lstm,full,full,zero,vine_synthetic,true,data/synthetic_returns.RData,td3_lstm_vine,0.00003,0.0001,0.005,report_only
causal_ablation,zero_cvar_reward_keep_state,20261005,data/publication_extension_runs_v4/zero_cvar_reward_keep_state/seed_20261005,Does vine-scenario CVaR reward shaping add value when all policy-visible state remains available?,767bf7747c2f21ad8d76fae2717351d2b476200532c47e8a2253a59f0b14afd7,td3,lstm,full,full,zero,vine_synthetic,true,data/synthetic_returns.RData,td3_lstm_vine,0.00003,0.0001,0.005,report_only
causal_ablation,zero_cvar_reward_keep_state,20261006,data/publication_extension_runs_v4/zero_cvar_reward_keep_state/seed_20261006,Does vine-scenario CVaR reward shaping add value when all policy-visible state remains available?,767bf7747c2f21ad8d76fae2717351d2b476200532c47e8a2253a59f0b14afd7,td3,lstm,full,full,zero,vine_synthetic,true,data/synthetic_returns.RData,td3_lstm_vine,0.00003,0.0001,0.005,report_only
causal_ablation,zero_cvar_reward_keep_state,20261007,data/publication_extension_runs_v4/zero_cvar_reward_keep_state/seed_20261007,Does vine-scenario CVaR reward shaping add value when all policy-visible state remains available?,767bf7747c2f21ad8d76fae2717351d2b476200532c47e8a2253a59f0b14afd7,td3,lstm,full,full,zero,vine_synthetic,true,data/synthetic_returns.RData,td3_lstm_vine,0.00003,0.0001,0.005,report_only
causal_ablation,zero_cvar_reward_keep_state,20261008,data/publication_extension_runs_v4/zero_cvar_reward_keep_state/seed_20261008,Does vine-scenario CVaR reward shaping add value when all policy-visible state remains available?,767bf7747c2f21ad8d76fae2717351d2b476200532c47e8a2253a59f0b14afd7,td3,lstm,full,full,zero,vine_synthetic,true,data/synthetic_returns.RData,td3_lstm_vine,0.00003,0.0001,0.005,report_only
causal_ablation,zero_cvar_reward_keep_state,20261009,data/publication_extension_runs_v4/zero_cvar_reward_keep_state/seed_20261009,Does vine-scenario CVaR reward shaping add value when all policy-visible state remains available?,767bf7747c2f21ad8d76fae2717351d2b476200532c47e8a2253a59f0b14afd7,td3,lstm,full,full,zero,vine_synthetic,true,data/synthetic_returns.RData,td3_lstm_vine,0.00003,0.0001,0.005,report_only
causal_ablation,zero_cvar_reward_keep_state,20261010,data/publication_extension_runs_v4/zero_cvar_reward_keep_state/seed_20261010,Does vine-scenario CVaR reward shaping add value when all policy-visible state remains available?,767bf7747c2f21ad8d76fae2717351d2b476200532c47e8a2253a59f0b14afd7,td3,lstm,full,full,zero,vine_synthetic,true,data/synthetic_returns.RData,td3_lstm_vine,0.00003,0.0001,0.005,report_only
causal_ablation,historical_only_no_synthetic_pretraining,20261001,data/publication_extension_runs_v4/historical_only_no_synthetic_pretraining/seed_20261001,Does vine-generated pretraining add value relative to a matched-update historical-prefix control?,767bf7747c2f21ad8d76fae2717351d2b476200532c47e8a2253a59f0b14afd7,td3,lstm,full,full,full,historical_prefix_repeated,true,data/ablation_training_bundles/historical_prefix_repeated.RData,td3_lstm_vine,0.00003,0.0001,0.005,report_only
causal_ablation,historical_only_no_synthetic_pretraining,20261002,data/publication_extension_runs_v4/historical_only_no_synthetic_pretraining/seed_20261002,Does vine-generated pretraining add value relative to a matched-update historical-prefix control?,767bf7747c2f21ad8d76fae2717351d2b476200532c47e8a2253a59f0b14afd7,td3,lstm,full,full,full,historical_prefix_repeated,true,data/ablation_training_bundles/historical_prefix_repeated.RData,td3_lstm_vine,0.00003,0.0001,0.005,report_only
causal_ablation,historical_only_no_synthetic_pretraining,20261003,data/publication_extension_runs_v4/historical_only_no_synthetic_pretraining/seed_20261003,Does vine-generated pretraining add value relative to a matched-update historical-prefix control?,767bf7747c2f21ad8d76fae2717351d2b476200532c47e8a2253a59f0b14afd7,td3,lstm,full,full,full,historical_prefix_repeated,true,data/ablation_training_bundles/historical_prefix_repeated.RData,td3_lstm_vine,0.00003,0.0001,0.005,report_only
causal_ablation,historical_only_no_synthetic_pretraining,20261004,data/publication_extension_runs_v4/historical_only_no_synthetic_pretraining/seed_20261004,Does vine-generated pretraining add value relative to a matched-update historical-prefix control?,767bf7747c2f21ad8d76fae2717351d2b476200532c47e8a2253a59f0b14afd7,td3,lstm,full,full,full,historical_prefix_repeated,true,data/ablation_training_bundles/historical_prefix_repeated.RData,td3_lstm_vine,0.00003,0.0001,0.005,report_only
causal_ablation,historical_only_no_synthetic_pretraining,20261005,data/publication_extension_runs_v4/historical_only_no_synthetic_pretraining/seed_20261005,Does vine-generated pretraining add value relative to a matched-update historical-prefix control?,767bf7747c2f21ad8d76fae2717351d2b476200532c47e8a2253a59f0b14afd7,td3,lstm,full,full,full,historical_prefix_repeated,true,data/ablation_training_bundles/historical_prefix_repeated.RData,td3_lstm_vine,0.00003,0.0001,0.005,report_only
causal_ablation,historical_only_no_synthetic_pretraining,20261006,data/publication_extension_runs_v4/historical_only_no_synthetic_pretraining/seed_20261006,Does vine-generated pretraining add value relative to a matched-update historical-prefix control?,767bf7747c2f21ad8d76fae2717351d2b476200532c47e8a2253a59f0b14afd7,td3,lstm,full,full,full,historical_prefix_repeated,true,data/ablation_training_bundles/historical_prefix_repeated.RData,td3_lstm_vine,0.00003,0.0001,0.005,report_only
causal_ablation,historical_only_no_synthetic_pretraining,20261007,data/publication_extension_runs_v4/historical_only_no_synthetic_pretraining/seed_20261007,Does vine-generated pretraining add value relative to a matched-update historical-prefix control?,767bf7747c2f21ad8d76fae2717351d2b476200532c47e8a2253a59f0b14afd7,td3,lstm,full,full,full,historical_prefix_repeated,true,data/ablation_training_bundles/historical_prefix_repeated.RData,td3_lstm_vine,0.00003,0.0001,0.005,report_only
causal_ablation,historical_only_no_synthetic_pretraining,20261008,data/publication_extension_runs_v4/historical_only_no_synthetic_pretraining/seed_20261008,Does vine-generated pretraining add value relative to a matched-update historical-prefix control?,767bf7747c2f21ad8d76fae2717351d2b476200532c47e8a2253a59f0b14afd7,td3,lstm,full,full,full,historical_prefix_repeated,true,data/ablation_training_bundles/historical_prefix_repeated.RData,td3_lstm_vine,0.00003,0.0001,0.005,report_only
causal_ablation,historical_only_no_synthetic_pretraining,20261009,data/publication_extension_runs_v4/historical_only_no_synthetic_pretraining/seed_20261009,Does vine-generated pretraining add value relative to a matched-update historical-prefix control?,767bf7747c2f21ad8d76fae2717351d2b476200532c47e8a2253a59f0b14afd7,td3,lstm,full,full,full,historical_prefix_repeated,true,data/ablation_training_bundles/historical_prefix_repeated.RData,td3_lstm_vine,0.00003,0.0001,0.005,report_only
causal_ablation,historical_only_no_synthetic_pretraining,20261010,data/publication_extension_runs_v4/historical_only_no_synthetic_pretraining/seed_20261010,Does vine-generated pretraining add value relative to a matched-update historical-prefix control?,767bf7747c2f21ad8d76fae2717351d2b476200532c47e8a2253a59f0b14afd7,td3,lstm,full,full,full,historical_prefix_repeated,true,data/ablation_training_bundles/historical_prefix_repeated.RData,td3_lstm_vine,0.00003,0.0001,0.005,report_only
causal_ablation,moving_block_bootstrap_pretraining,20261001,data/publication_extension_runs_v4/moving_block_bootstrap_pretraining/seed_20261001,Does the vine generator add value beyond a nonparametric temporal bootstrap with matched training updates?,767bf7747c2f21ad8d76fae2717351d2b476200532c47e8a2253a59f0b14afd7,td3,lstm,full,full,full,moving_block_bootstrap,true,data/ablation_training_bundles/moving_block_bootstrap.RData,td3_lstm_vine,0.00003,0.0001,0.005,report_only
causal_ablation,moving_block_bootstrap_pretraining,20261002,data/publication_extension_runs_v4/moving_block_bootstrap_pretraining/seed_20261002,Does the vine generator add value beyond a nonparametric temporal bootstrap with matched training updates?,767bf7747c2f21ad8d76fae2717351d2b476200532c47e8a2253a59f0b14afd7,td3,lstm,full,full,full,moving_block_bootstrap,true,data/ablation_training_bundles/moving_block_bootstrap.RData,td3_lstm_vine,0.00003,0.0001,0.005,report_only
causal_ablation,moving_block_bootstrap_pretraining,20261003,data/publication_extension_runs_v4/moving_block_bootstrap_pretraining/seed_20261003,Does the vine generator add value beyond a nonparametric temporal bootstrap with matched training updates?,767bf7747c2f21ad8d76fae2717351d2b476200532c47e8a2253a59f0b14afd7,td3,lstm,full,full,full,moving_block_bootstrap,true,data/ablation_training_bundles/moving_block_bootstrap.RData,td3_lstm_vine,0.00003,0.0001,0.005,report_only
causal_ablation,moving_block_bootstrap_pretraining,20261004,data/publication_extension_runs_v4/moving_block_bootstrap_pretraining/seed_20261004,Does the vine generator add value beyond a nonparametric temporal bootstrap with matched training updates?,767bf7747c2f21ad8d76fae2717351d2b476200532c47e8a2253a59f0b14afd7,td3,lstm,full,full,full,moving_block_bootstrap,true,data/ablation_training_bundles/moving_block_bootstrap.RData,td3_lstm_vine,0.00003,0.0001,0.005,report_only
causal_ablation,moving_block_bootstrap_pretraining,20261005,data/publication_extension_runs_v4/moving_block_bootstrap_pretraining/seed_20261005,Does the vine generator add value beyond a nonparametric temporal bootstrap with matched training updates?,767bf7747c2f21ad8d76fae2717351d2b476200532c47e8a2253a59f0b14afd7,td3,lstm,full,full,full,moving_block_bootstrap,true,data/ablation_training_bundles/moving_block_bootstrap.RData,td3_lstm_vine,0.00003,0.0001,0.005,report_only
