job_family,experiment_id,seed,output_dir,scientific_question,contract_sha256,bundle_sha256,pretrain_episode_presentations,RL_ALGORITHM,POLICY_ENCODER,VINE_OBSERVATION_MODE,VINE_FEATURE_MODE,CVAR_OBSERVATION_MODE,CVAR_REWARD_MODE,PRETRAIN_DATA_MODE,RUN_FINETUNE,CHECKPOINT_PREFIX,LR_ACTOR,LR_CRITIC,ENTROPY_COEF,PRETRAIN_BEHAVIOR_GATE_MODE,PRETRAIN_EPISODES,PRETRAIN_RANDOM_EXPLORATION_STEPS,PRETRAIN_NOISE_DECAY,PRETRAIN_BEHAVIOR_GATE_WINDOW,SYNTHETIC_RETURNS_FILE
terminal_masked_pretraining_control,masked_moving_block_bootstrap_1000_presentations,20261001,data/masked_pretraining_control_runs_v1/masked_moving_block_bootstrap_1000_presentations/seed_20261001,Does the NN-vine generator add value beyond a six-month circular moving-block bootstrap under the identical masked controller and interaction budget?,99a956288d9baff37bb731f8b95c79bf6a42bef602f10d238740b1c878579e56,0f82cd46391b4c7e08e34470826fef3886cb14a8f3cbf67966a70af36a6bf2a9,1000,td3,lstm,zero,zero,zero,full,moving_block_bootstrap,true,td3_lstm_masked_mbb1000,0.00003,0.0001,0.005,report_only,1000,1000,0.998,100,data/ablation_training_bundles/moving_block_bootstrap.RData
terminal_masked_pretraining_control,masked_moving_block_bootstrap_1000_presentations,20261002,data/masked_pretraining_control_runs_v1/masked_moving_block_bootstrap_1000_presentations/seed_20261002,Does the NN-vine generator add value beyond a six-month circular moving-block bootstrap under the identical masked controller and interaction budget?,99a956288d9baff37bb731f8b95c79bf6a42bef602f10d238740b1c878579e56,0f82cd46391b4c7e08e34470826fef3886cb14a8f3cbf67966a70af36a6bf2a9,1000,td3,lstm,zero,zero,zero,full,moving_block_bootstrap,true,td3_lstm_masked_mbb1000,0.00003,0.0001,0.005,report_only,1000,1000,0.998,100,data/ablation_training_bundles/moving_block_bootstrap.RData
terminal_masked_pretraining_control,masked_moving_block_bootstrap_1000_presentations,20261003,data/masked_pretraining_control_runs_v1/masked_moving_block_bootstrap_1000_presentations/seed_20261003,Does the NN-vine generator add value beyond a six-month circular moving-block bootstrap under the identical masked controller and interaction budget?,99a956288d9baff37bb731f8b95c79bf6a42bef602f10d238740b1c878579e56,0f82cd46391b4c7e08e34470826fef3886cb14a8f3cbf67966a70af36a6bf2a9,1000,td3,lstm,zero,zero,zero,full,moving_block_bootstrap,true,td3_lstm_masked_mbb1000,0.00003,0.0001,0.005,report_only,1000,1000,0.998,100,data/ablation_training_bundles/moving_block_bootstrap.RData
terminal_masked_pretraining_control,masked_moving_block_bootstrap_1000_presentations,20261004,data/masked_pretraining_control_runs_v1/masked_moving_block_bootstrap_1000_presentations/seed_20261004,Does the NN-vine generator add value beyond a six-month circular moving-block bootstrap under the identical masked controller and interaction budget?,99a956288d9baff37bb731f8b95c79bf6a42bef602f10d238740b1c878579e56,0f82cd46391b4c7e08e34470826fef3886cb14a8f3cbf67966a70af36a6bf2a9,1000,td3,lstm,zero,zero,zero,full,moving_block_bootstrap,true,td3_lstm_masked_mbb1000,0.00003,0.0001,0.005,report_only,1000,1000,0.998,100,data/ablation_training_bundles/moving_block_bootstrap.RData
terminal_masked_pretraining_control,masked_moving_block_bootstrap_1000_presentations,20261005,data/masked_pretraining_control_runs_v1/masked_moving_block_bootstrap_1000_presentations/seed_20261005,Does the NN-vine generator add value beyond a six-month circular moving-block bootstrap under the identical masked controller and interaction budget?,99a956288d9baff37bb731f8b95c79bf6a42bef602f10d238740b1c878579e56,0f82cd46391b4c7e08e34470826fef3886cb14a8f3cbf67966a70af36a6bf2a9,1000,td3,lstm,zero,zero,zero,full,moving_block_bootstrap,true,td3_lstm_masked_mbb1000,0.00003,0.0001,0.005,report_only,1000,1000,0.998,100,data/ablation_training_bundles/moving_block_bootstrap.RData
terminal_masked_pretraining_control,masked_moving_block_bootstrap_1000_presentations,20261006,data/masked_pretraining_control_runs_v1/masked_moving_block_bootstrap_1000_presentations/seed_20261006,Does the NN-vine generator add value beyond a six-month circular moving-block bootstrap under the identical masked controller and interaction budget?,99a956288d9baff37bb731f8b95c79bf6a42bef602f10d238740b1c878579e56,0f82cd46391b4c7e08e34470826fef3886cb14a8f3cbf67966a70af36a6bf2a9,1000,td3,lstm,zero,zero,zero,full,moving_block_bootstrap,true,td3_lstm_masked_mbb1000,0.00003,0.0001,0.005,report_only,1000,1000,0.998,100,data/ablation_training_bundles/moving_block_bootstrap.RData
terminal_masked_pretraining_control,masked_moving_block_bootstrap_1000_presentations,20261007,data/masked_pretraining_control_runs_v1/masked_moving_block_bootstrap_1000_presentations/seed_20261007,Does the NN-vine generator add value beyond a six-month circular moving-block bootstrap under the identical masked controller and interaction budget?,99a956288d9baff37bb731f8b95c79bf6a42bef602f10d238740b1c878579e56,0f82cd46391b4c7e08e34470826fef3886cb14a8f3cbf67966a70af36a6bf2a9,1000,td3,lstm,zero,zero,zero,full,moving_block_bootstrap,true,td3_lstm_masked_mbb1000,0.00003,0.0001,0.005,report_only,1000,1000,0.998,100,data/ablation_training_bundles/moving_block_bootstrap.RData
terminal_masked_pretraining_control,masked_moving_block_bootstrap_1000_presentations,20261008,data/masked_pretraining_control_runs_v1/masked_moving_block_bootstrap_1000_presentations/seed_20261008,Does the NN-vine generator add value beyond a six-month circular moving-block bootstrap under the identical masked controller and interaction budget?,99a956288d9baff37bb731f8b95c79bf6a42bef602f10d238740b1c878579e56,0f82cd46391b4c7e08e34470826fef3886cb14a8f3cbf67966a70af36a6bf2a9,1000,td3,lstm,zero,zero,zero,full,moving_block_bootstrap,true,td3_lstm_masked_mbb1000,0.00003,0.0001,0.005,report_only,1000,1000,0.998,100,data/ablation_training_bundles/moving_block_bootstrap.RData
terminal_masked_pretraining_control,masked_moving_block_bootstrap_1000_presentations,20261009,data/masked_pretraining_control_runs_v1/masked_moving_block_bootstrap_1000_presentations/seed_20261009,Does the NN-vine generator add value beyond a six-month circular moving-block bootstrap under the identical masked controller and interaction budget?,99a956288d9baff37bb731f8b95c79bf6a42bef602f10d238740b1c878579e56,0f82cd46391b4c7e08e34470826fef3886cb14a8f3cbf67966a70af36a6bf2a9,1000,td3,lstm,zero,zero,zero,full,moving_block_bootstrap,true,td3_lstm_masked_mbb1000,0.00003,0.0001,0.005,report_only,1000,1000,0.998,100,data/ablation_training_bundles/moving_block_bootstrap.RData
terminal_masked_pretraining_control,masked_moving_block_bootstrap_1000_presentations,20261010,data/masked_pretraining_control_runs_v1/masked_moving_block_bootstrap_1000_presentations/seed_20261010,Does the NN-vine generator add value beyond a six-month circular moving-block bootstrap under the identical masked controller and interaction budget?,99a956288d9baff37bb731f8b95c79bf6a42bef602f10d238740b1c878579e56,0f82cd46391b4c7e08e34470826fef3886cb14a8f3cbf67966a70af36a6bf2a9,1000,td3,lstm,zero,zero,zero,full,moving_block_bootstrap,true,td3_lstm_masked_mbb1000,0.00003,0.0001,0.005,report_only,1000,1000,0.998,100,data/ablation_training_bundles/moving_block_bootstrap.RData
